Order;clade;family;SPECIES (Smyth);SPECIES (Pegas);SPECIES (Andres);Image_files_names;Specimen number;Ontogenetic stages;DSV ;measured hind limbs (cm);mass estimate (kg3);Wing length  (cm);Wingspan  (cm);Humerus ;Ulna;Pteroid;Mc IV;Wg ph 1;Wg ph 2;Wg ph 3;Wg ph 4;Femur ;Tibia;Mt III;Propatagium     (EWM)       (one wing section);Brachiopatagium (EWM)                           (one wing section);Cruropatagium (EWM)                           (one wing section);Propatagium  % (EWM);Brachiopatagium % (EWM);Cruropatagium % (EWM);W.B A.R 1 (EWM)                              (one wing section);W.B A.R 2 (EWM)                              (one wing section);A.R 1 (EWM)                              (one wing section);A.R 2 (EWM)                              (one wing section);Inner wing area (EWM)             (one wing section) (cm2);Outer wing area(EWM)             (one wing section) (cm2);Inner wing % (EWM)             (one wing section);Outer wing %(EWM)             (one wing section);Total wing area (EWM)             (one wing section);Wing area  (cm2 (EWM));WAR (wingspan(EWM));AR_2/AR_1;Wing loading (EWM);Last Appearance;First Appearance;Midpoint;Stage name;Period Name;Flight category;Environment;Depositional settings/paleoenvironment;Diet 1;Diet 2
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Pterodaustro guinazui;Pterodaustro guinazui;Pterodaustro guinazui;Out_Pterodaustro_guinazui.jpg;PVL 3860;Mature;43.2;37.000;5.841;154.83;309.7;14.8;24.3;10.4;19.8;28.2;27.3;22;16.1;15;22;20.4;278.3;5567.3;153.9;4.6;92.8;2.6;73.3;59.8;2.1;2.6;2571.7;3427.8;42.9;57.1;5999.6;11999.127;8.0;0.82;48.68;100.500000;113.000000;106.75;Albian;Early Cretaceous;Flap-soaring ;Floodplain;Fluviodeltaic;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Beipiaopterus chenianus;Beipiaopterus chenianus;Beipiaopterus chenianus;Out_Beipiaopterus_chenianus.jpg;BPM 0002;Mature;11.7;13.700;0.429;58.03;116.1;6.8;8;2.8;7.3;17.6;8.3;7.8;5.1;3.6;10.1;5.6;29.6;678.0;17.2;4.1;93.5;2.4;22.7;20.4;2.6;2.8;250.1;474.7;34.5;65.5;724.8;1449.603;9.3;0.90;29.62;124.122000;125.755000;124.9385;early Barremian ;Early Cretaceous;Flap-glidding;Forested wetland environment;Lacustrine: large lake;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Kepodactylus insperatus;Kepodactylus insperatus;Kepodactylus insperatus;Out_Kepodactylus_insperatus.jpg;DMNH 21684;Mature;26.3;36.100;1.955;102.60;205.2;12.5;19.2;8.2;17.2;20.1;15.5;12.8;11.5;13.7;22.5;9.9;137.3;2793.8;132.0;4.5;91.2;4.3;56.4;47.1;1.8;2.2;1245.1;1818.0;40.6;59.4;3063.1;6126.200;6.9;0.84;31.91;143.100000;154.800000;148.95;Tithonian;Late Jurassic;Flap-soaring ;Semi-arid floodplain;Playa;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Elanodactylus prolatus;Elanodactylus prolatus;Elanodactylus prolatus;Out_Elanodactylus_prolatus.jpg;NGMC 99-07-1;Mature;27.0;37.811;2.934;119.52;239.0;15.0;16.5;9.4;13.0;20.8;24.0;21.1;14.4;14.3;23.5;10.3;137.4;3462.7;151.2;3.7;92.3;4.0;58.0;52.0;2.1;2.3;1299.0;2452.3;34.6;65.4;3751.3;7502.600;7.6;0.90;39.11;124.122000;125.755000;124.9385;early Barremian ;Early Cretaceous;Flap-soaring ;Forested wetland environment;Lacustrine: large lake;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Forfexopterus jeholensis;Forfexopterus jeholensis;Forfexopterus jeholensis;Out_Forfexopterus_jeholensis.jpg;SDUST-V1003;Mature;20.4;28.800;2.417;111.12;222.2;11.8;19.2;8.6;14.7;19.3;21.4;17.5;13.4;11.0;17.8;7.4;124.9;2421.7;90.1;4.7;91.8;3.4;45.2;38.5;2.5;2.9;955.5;1681.2;36.2;63.8;2636.7;5273.416;9.4;0.85;45.83;118.900000;122.000000;120.45;latest Barremian–early Aptian ;Early Cretaceous;Flap-soaring ;Forested wetland environment;Lacustrine: large lake;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Gegepterus changi;Gegepterus changi;Gegepterus changi;Out_Gegepterus_changi.jpg;IVPP V 11981;Mature;9.8;9.900;0.097;33.20;66.4;2.7;6.2;2.6;4.7;6.7;6.3;4.6;4.1;3.5;6.4;4.0;10.9;289.0;12.1;3.5;92.6;3.9;17.6;14.9;1.9;2.2;115.7;196.3;37.1;62.9;312.0;624.000;7.1;0.85;15.58;124.122000;125.755000;124.9385;early Barremian ;Early Cretaceous;Burst-flapping;Forested wetland environment;Lacustrine: large lake;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Gladocephaloideus jingangshanensis;Gladocephaloideus jingangshanensis;Gladocephaloideus jingangshanensis;Out_Gladocephaloideus_jingangshanensis.jpg;JPM 2014–005;Mature;11.8;13.900;0.276;49.16;98.3;5.9;8.0;1.6;6.2;8.6;8.3;7.7;6.9;5.1;8.8;6.2;26.6;561.5;20.9;3.5;92.6;3.9;23.0;20.0;2.1;2.5;229.2;379.8;37.6;62.4;609.0;1217.992;7.9;0.87;22.68;124.122000;125.755000;124.9385;early Barremian ;Early Cretaceous;Burst-flapping;Forested wetland environment;Lacustrine: large lake;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Liaodactylus primus;Liaodactylus primus;Liaodactylus primus;Out_Liaodactylus_primus.jpg;PMOL-AP00031;Mature;7.4;10.3;0.085;31.5;63.0;3.6;5.4;2.4;4.8;6.9;5.7;4.4;3.3;3.9;6.4;2.8;10.2;254.2;19.3;3.6;89.6;6.8;16.5;14.2;1.9;2.2;90.2;193.5;31.8;68.2;283.7;567.400;7.0;0.86;14.90;154.800000;161.500000;158.15;Oxfordian ;Late Jurassic;Burst-flapping;Forested wetland environment;Lacustrine: small lake;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Cratonopterus huabei;Cratonopterus huabei;Cratonopterus huabei;Out_Cratonopterus_huabei.jpg;IVPP V 14395;Mature;10.5;14.5;0.199;43.5;87.0;5.2;7.7;3.3;5.2;7.6;8.5;7.7;4.9;5.5;9.0;3.9;22.2;488.3;31.2;4.1;90.1;5.8;23.3;20.4;1.9;2.1;186.2;355.5;34.4;65.6;541.7;1083.400;7.0;0.88;18.41;128.7;135.4;132.05;Valanginian to Hauterivian;Early Cretaceous;Burst-flapping;Forested wetland environment;Lacustrine: large lake;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Pterofiltrus qiui;Pterofiltrus qiui;Pterofiltrus qiui;Out_Pterofiltrus_qiui.jpg;IVPP V12339;Mature;11.7;16.3;0.283;49.6;99.2;5.6;8.6;3.8;7.6;10.9;9.0;7.0;5.2;6.2;10.1;4.4;24.1;590.7;39.2;3.7;90.3;6.0;24.6;22;2.0;2.3;206.0;448;31.5;68.5;654.0;1308.000;7.5;0.89;21.62;124.122000;125.755000;124.9385;early Barremian ;Early Cretaceous;Flap-glidding;Forested wetland environment;Lacustrine: large lake;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Cathayopterus grabaui;Cathayopterus grabaui;Cathayopterus grabaui;Out_Cathayopterus_grabaui.jpg;;Mature;15.7;21.8;0.649;67.8;135.6;7.6;11.5;5.0;10.2;14.6;12.1;9.4;7.0;8.3;13.5;5.9;50.5;1126;60;4.1;91.1;4.9;34.2;30;2.0;2.3;427.4;809.1;34.6;65.4;1236.5;2473.000;7.4;0.88;26.26;124.122000;125.755000;124.9385;early Barremian ;Early Cretaceous;Flap-glidding;Forested wetland environment;Lacustrine: large lake;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Gnathosaurus subulatus;Gnathosaurus subulatus;Gnathosaurus subulatus;Out_Gnathosaurus_subulatus.jpg;JME-SOS 4580;Mature;15.7;21.600;0.655;68.00;136.0;7.5;11.5;4.9;10.3;14.5;12.0;9.3;6.9;8.2;13.4;5.9;47.8;1107.9;48.1;4.0;92.0;4.0;33.1;28.4;2.1;2.4;438.4;765.4;36.4;63.6;1203.8;2407.600;7.7;0.86;27.19;143.100000;149.200000;146.15;Tithonian;Late Jurassic;Flap-glidding;Archipelago;Lagoonal deposit;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Lusognathus almadrava;Lusognathus almadrava;Lusognathus almadrava;Out_Lusognathus_almadrava.jpg;ML 2554;Mature;34.2;47.4;5.171;147.9;295.8;16.4;25.0;10.9;22.3;31.7;26.2;20.2;15.2;18.0;29.4;12.9;219.1;5326;226.2;3.8;92.3;3.9;73.9;64.3;2.0;2.3;2061.2;3710.1;35.7;64.3;5771.3;11542.600;7.6;0.87;44.80;147.100.000;152.000.000;149.55;upper Kimmeridgian-lower Tithonian;Late Jurassic;Flap-soaring ;Archipelago;Lagoonal deposit;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Garudapterus buffetauti;Garudapterus buffetauti;Garudapterus buffetauti;Out_Garudapterus_buffetauti.jpg;PRC 185;Mature;39.3;54.4;7.513;170.2;340.4;18.9;28.8;12.5;25.6;36.5;30.1;23.3;17.5;20.6;33.8;14.8;299.3;7019.4;291.6;3.9;92.2;3.8;85.1;73.4;2.0;2.3;2707.3;4903;35.6;64.4;7610.3;15220.600;7.6;0.86;49.36;121.4;132.600000;127.000;Hauterivian-Barremian;Early Cretaceous;Flap-soaring ;Floodplain;Fluviodeltaic;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Plataleorhynchus streptophorodon;Plataleorhynchus streptophorodon;Plataleorhynchus streptophorodon;Out_Plataleorhynchus_streptophorodon.jpg;BMNH R.11957;Mature;22.4;31.1;1.679;96.9;193.8;10.8;16.4;7.2;14.6;20.8;17.2;13.3;10.0;11.8;19.3;8.4;99.7;2267.1;105.6;4.0;91.7;4.3;48.4;41.7;2.0;2.3;864.6;1607.8;35.0;65.0;2472.4;4944.800;7.6;0.86;33.96;137.05;149.2;143.125;Tithonian–Berriasian;Early Cretaceous;Flap-soaring ;Archipelago;Coastal/Shallow marine;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Tacuadactylus luciae;Tacuadactylus luciae;Tacuadactylus luciae;Out_Tacuadactylus_luciae.jpg;FC-DPV 2869;Mature;21.9;30.4;1.580;94.7;189.4;10.5;16.1;7.0;14.3;20.4;16.8;13.0;9.8;11.5;18.9;8.3;95.2;2196.1;103.4;4.0;91.7;4.3;48.1;41.6;2.0;2.3;830.4;1564.3;34.7;65.3;2394.7;4789.400;7.5;0.86;32.98;145;152.100000;148.550;upper Kimmeridgian-lower Tithonian;Late Jurassic;Flap-soaring ;Coastal environment;Coastal/Shallow marine;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ctenochasmatidae;Huanhepterus quingyangensis;Huanhepterus quingyangensis;Huanhepterus quingyangensis;Out_Huanhepterus_quingyangensis.jpg; IVPP V9070;Mature;39.4;52.000;5.174;147.92;295.8;16.2;31.6;10.8;19.7;27.3;23.9;18.5;18.1;16.4;35.6;13.3;287.4;6029.2;264.8;4.4;91.6;4.0;84.7;68.8;1.7;2.2;2846.0;3735.4;43.2;56.8;6581.4;13162.830;6.6;0.81;39.30;125.770000;132.600000;129.185;Hauterivian;Late Jurassic;Flap-soaring ;Forested wetland environment;Lacustrine: large lake;Piscivore;Carnivore
Pterodactyloidea;Ctenochasmatoidea;Ardeadactylidae;Ardeadactylus longicollum;Ardeadactylus longicollum;Ardeadactylus longicollum;Out_Ardeadactylus_longicollum.jpg;Painten (Langbein);Mature;13.2;24.900;0.645;67.62;135.2;7.3;10.3;3.6;13.7;16.1;9.4;5.7;4.5;9.5;15.4;3.0;48;1299;45;3.4;93.3;3.3;38.4;33.8;1.8;2.0;476.5;916;34.2;65.8;1392.5;2785.036;6.6;0.88;23.16;157.300000;152.100000;154.7;Kimmeridgian;Late Jurassic;Flap-glidding;Archipelago;Lagoonal deposit;Piscivore;Carnivore
Pterodactyloidea;Ctenochasmatoidea;Ardeadactylidae;Balaenognathus maeuseri;Balaenognathus maeuseri;Balaenognathus maeuseri;Out_Balaenognathus_maeuseri.jpg;NKMB P2011-633;Mature;13.8;19.000;0.479;60.49;121.0;6.2;9.4;2.3;9.5;13;9.9;7.8;6.7;7.4;11.6;4.6;35.1;889.9;46.7;3.6;91.6;4.8;30.2;26.2;2.0;2.3;342.1;629.6;35.2;64.8;971.7;1943.405;7.5;0.87;24.67;157.300000;152.100000;154.7;Kimmeridgian;Late Jurassic;Flap-soaring ;Archipelago;Lagoonal deposit;Filter Feeder;Piscivore
Pterodactyloidea;Ctenochasmatoidea;Ardeadactylidae;Aurorazhdarcho micronyx;Aurorazhdarcho micronyx;Aurorazhdarcho micronyx;Out_Aurorazhdarcho_micronyx.jpg; NHMUK PV OR 42737;Mature;14.2;23.200;0.387;55.79;111.6;7.7;10.2;4.9;11.6;10.7;8.4;5.6;5.3;9.1;14.1;4.3;45.5;911.3;53.3;4.5;90.2;5.3;41.0;34.8;1.4;1.6;278.3;731.7;27.6;72.4;1010.0;2020.049;6.2;0.85;19.14;147.100000;149.200000;148.15;Tithonian;Late Jurassic;Burst-flapping;Archipelago;Lagoonal deposit;Piscivore;Carnivore
Pterodactyloidea;Ctenochasmatoidea;Lonchodectidae;Feilongus youngi;Feilongus youngi;Feilongus youngi;Out_Feilongus_youngi.jpg;IVPP V-12539;Mature;22.5;39.100;2.551;113.40;226.8;11.1;17.4;6.1;22.5;26.0;18.2;11.2;4.9;15.7;23.4;5.4;127;3477;94;3.4;94.0;2.6;63.0;53.6;1.8;2.1;1263.6;2435;34.2;65.8;3698.6;7397.266;7.0;0.85;34.49;124.122000;125.755000;124.9385;early Barremian ;Early Cretaceous;Flap-soaring ;Forested wetland environment;Lacustrine: large lake;Piscivore;Carnivore
Pterodactyloidea;Ctenochasmatoidea;Lonchodectidae;Moganopterus zhuiana;Moganopterus zhuiana;Moganopterus zhuiana;Out_Moganopterus_zhuiana.jpg;41HIII0419;Mature;38.8;54.265;7.983;174.12;348.2;19.0;28.6;12.8;26.1;35.6;30.1;23.5;18.4;20.5;33.7;14.8;311.3;7931.8;329.6;3.6;92.5;3.8;93.1;80.3;1.9;2.2;3180.7;5392.0;37.1;62.9;8572.7;17145.337;7.1;0.86;46.56;124.122000;125.755000;124.9385;early Barremian ;Early Cretaceous;Flap-soaring ;Forested wetland environment;Lacustrine: large lake;Piscivore;Carnivore
Pterodactyloidea;Dsungaripteroidea;Germanodactyloidea;Germanodactylus cristatus;Germanodactylus cristatus;Germanodactylus cristatus;Out_Germanodactylus_cristatus .jpg;SMNK PAL 6592 counterslab cast;Mature;9.5;16.500;0.341;53.24;106.5;7.6;9.5;2.8;7.4;10.1;9.2;7.6;6.3;6.8;9.7;2.9;31;584;20;4.9;92.0;3.2;23.6;20.6;2.3;2.6;218.8;416;34.5;65.5;635.1;1270.194;8.9;0.87;26.88;147.100000;149.200000;148.15;Tithonian;Late Jurassic;Flap-glidding;Archipelago;Lagoonal deposit;Piscivore;Durophageous
Pterodactyloidea;Dsungaripteroidea;Germanodactyloidea;Tendaguripterus recki;Tendaguripterus recki;Tendaguripterus recki;Out_Tendaguripterus_recki.jpg;MB.R.1290;Mature;17.2;26.567;0.296;50.44;100.9;9.7;13.3;5.2;14.8;18.4;13.6;11.5;8.1;10.1;16.5;6.4;25.6;572.0;27.1;4.1;91.6;4.3;23.3;20.2;2.2;2.5;223.3;401.3;35.8;64.2;624.6;1249.252;8.1;0.87;23.67;151.000000;152.000000;151.5;Kimmeridgian;Late Jurassic;Flap-glidding;Semi-arid floodplain;Alluvial plain ;Carnivore;Durophageous
Pterodactyloidea;Dsungaripteroidea;Germanodactyloidea;Altmuehlopterus rhamphastinus;Germanodactylus rhamphastinus;Germanodactylus rhamphastinus;Out_Germanodactylus_rhamphastinus.jpg;BSP AS I 745, BSP AS I 745a;Mature;10.6;15.900;0.354;53.96;107.9;6.4;10;3.2;7;9;8.0;7.2;6;6.7;9.2;2.6;41;709;21;5.3;92.0;2.7;26.2;22.2;2.1;2.4;321.4;449;41.7;58.3;770.4;1540.846;7.6;0.85;22.96;147.100000;149.200000;148.15;Tithonian;Late Jurassic;Flap-glidding;Archipelago;Lagoonal deposit;Piscivore;Durophageous
Pterodactyloidea;Dsungaripteroidea;Dsungaripteridae;Noripterus complicidens;Noripterus complicidens;Noripterus complicidens;Out_Noripterus_complicidens.jpg;IVPP V.4062;Mature;15.8;33.400;1.735;98.10;196.2;8.4;11.9;6.6;16.1;18.2;16.8;13.0;9.8;10.6;18.1;5.1;66.6;2114.6;111.0;2.9;92.3;4.8;43.2;40;2.3;2.5;647.9;1644.3;28.3;71.7;2292.2;4584.400;8.4;0.93;37.85;132.600000;145.000000;138.8;Valangian;Early Cretaceous;Flap-soaring ;Coastal environment;Coastal/Shallow marine;Durophageous;Piscivore
Pterodactyloidea;Dsungaripteroidea;Dsungaripteridae;Dsungaripterus weii;Dsungaripterus weii;Dsungaripterus weii;Out_Dsungaripterus_weii.jpg;IVPP V-2776;Mature;30.5;54.000;6.438;160.60;321.2;16.8;22.4;11.7;32.4;38.8;25.7;20.7;12.4;17.8;36.2;10.2;209.5;5971.0;274.9;3.2;92.5;4.3;76.2;67.5;2.1;2.4;2094.4;4361.0;32.4;67.6;6455.4;12910.800;8.0;0.89;49.87;132.600000;145.000000;138.8;Valangian;Early Cretaceous;Medium soaring;Coastal environment;Coastal/Shallow marine;Durophageous;Piscivore
Pterodactyloidea;Dsungaripteroidea;Dsungaripteridae;Lonchognathosaurus acutirostris;Lonchognathosaurus acutirostris;Lonchognathosaurus acutirostris;Out_Lonchognathosaurus_acutirostris.jpg;SGP 2001/19;Mature;26.8;49.600;5.436;150.70;301.4;15.1;20.6;11.0;29.1;34.2;25.5;20.2;13.3;17.0;32.6;9.2;170.6;5097.6;241.0;3.1;92.5;4.4;69.7;61.8;2.2;2.4;1710.0;3799.2;31.0;69.0;5509.2;11018.400;8.2;0.89;49.33;132.600000;145.000000;138.8;Valangian;Early Cretaceous;Medium soaring;Coastal environment;Coastal/Shallow marine;Durophageous;Piscivore
Pterodactyloidea;Dsungaripteroidea;Dsungaripteridae;Domeykodactylus ceciliae;Domeykodactylus ceciliae;Domeykodactylus ceciliae;Out_Domeykodactylus_ceciliae.jpg; DCGUCN 250973;Mature;21.5;39.700;2.939;119.60;239.2;12.1;16.5;8.8;23.3;27.4;20.4;16.2;10.7;13.6;26.1;7.3;112.8;3215.0;158.2;3.2;92.2;4.5;55.7;49.6;2.1;2.4;1057.5;2428.5;30.3;69.7;3486.0;6972.000;8.2;0.89;42.16;113.000000;143.100000;128.05;Hauterivian;Early Cretaceous;Medium soaring;Coastal environment;Coastal/Shallow marine;Durophageous;Piscivore
Pterodactyloidea;Dsungaripteroidea;Dsungaripteridae;Puntanipterus globosus;Puntanipterus globosus;Puntanipterus globosus;Out_Puntanipterus_globosus.jpg;PVL 3869;Mature;8.6;16;0.25;47.7;95.4;4.9;6.6;3.5;9.4;11.0;8.2;6.5;4.3;5.5;10.5;3.0;18.7;513.2;27.8;3.3;91.7;5.0;22;19.6;2.2;2.4;170.7;389;30.5;69.5;559.7;1119.400;8.1;0.89;22.77;113.000000;121.400000;117.2;Aptian;Early Cretaceous;Flap-glidding;Coastal environment;Coastal/Shallow marine;Durophageous;Piscivore
Pterodactyloidea;Dsungaripteroidea;Dsungaripteridae;Noripterus parvus;Noripterus parvus;Noripterus parvus;Out_Noripterus_parvus.jpg;;Mature;21;32.6;1.47;92.2;184.4;11.0;14.7;8.7;13.9;20.1;16.4;12.4;9.7;12.7;19.9;8.2;93.6;2160;105.3;4.0;91.6;4.5;48.7;42.7;1.9;2.2;809.0;1549.9;34.3;65.7;2358.9;4717.800;7.2;0.88;31.18;132.600000;145.000000;138.8;Valangian;Early Cretaceous;Flap-soaring ;Coastal environment;Coastal/Shallow marine;Durophageous;Piscivore
Pterodactyloidea;Azhdarchoidea;Chaoyangopteridae;Shenzhoupterus chaoyangensis;Shenzhoupterus chaoyangensis;Shenzhoupterus chaoyangensis;Out_Shenzhoupterus_chaoyangensis.jpg;HGM 41HIII-305A;Mature;10;24.100;0.530;62.80;125.6;6.6;10.5;14.0;14.7;14.7;10;6.8;3.6;10.2;13.9;3.9;37;974;51.0;3.5;91.7;4.8;32.4;28.2;1.9;2.2;366.9;704;34.3;65.7;1070.4;2140.753;7.4;0.87;24.75;118.900000;122.000000;120.45;latest Barremian–early Aptian ;Early Cretaceous;Flap-glidding;Forested wetland environment;Lacustrine: large lake;Generalist;Piscivore
Pterodactyloidea;Azhdarchoidea;Chaoyangopteridae;Chaoyangopterus zhangi;Chaoyangopterus zhangi;Chaoyangopterus zhangi;Out_Chaoyangopterus_zhangi.jpg;DERC-Z0001;Mature;19;24.500;1.421;91.01;182.0;10.5;14.6;17.8;22.5;22.5;14.9;9.7;6.6;11;13.5;4.6;83;1742;69;4.4;92.0;3.7;39.7;34.9;2.3;2.6;856.9;1081;44.2;55.8;1937.9;3875.870;8.5;0.88;36.66;118.900000;122.000000;120.45;latest Barremian–early Aptian ;Early Cretaceous;Flap-soaring ;Forested wetland environment;Lacustrine: large lake;Generalist;Piscivore
Pterodactyloidea;Azhdarchoidea;Chaoyangopteridae;Meilifeilong youhao;Meilifeilong youhao;Meilifeilong youhao;Out_Meilifeilong_youhao.jpg;IVPP V 16059;Mature;20.6;38.310;1.635;95.93;191.9;11.8;18.4;9.4;21.3;21.1;15.4;8.5;5.2;15.01;23.3;9.3;121.6;2496.2;140.7;4.4;90.5;5.1;55.0;46.1;1.7;2.1;1277.2;1670.9;43.3;56.7;2948.1;5896.271;6.2;0.84;27.73;118.900000;122.000000;120.45;latest Barremian–early Aptian ;Early Cretaceous;Flap-glidding;Forested wetland environment;Lacustrine: large lake;Generalist;Piscivore
Pterodactyloidea;Azhdarchoidea;Chaoyangopteridae;Microtuban altivolans;Microtuban altivolans;Microtuban altivolans;Out_Microtuban_altivolans.jpg;SMNK PAL 6595;Mature;10.4;17.000;0.402;56.60;113.2;7.3;9.2;3.8;12.2;13.5;11.5;6.4;0.4;7.0;10.0;3.7;34.5;664.1;32.0;4.7;90.9;4.4;23.9;21.0;2.4;2.7;243.9;483.2;33.5;66.5;727.1;1454.200;8.8;0.88;27.63;97.200000;100.500000;98.85;Cenomanian;Early Cretaceous;Flap-glidding;Coastal environment;Coastal/Shallow marine;Generalist;Piscivore
Pterodactyloidea;Azhdarchoidea;Chaoyangopteridae;Lacusovagus magnificens;Lacusovagus magnificens;Lacusovagus magnificens;Out_Lacusovagus_magnificens.jpg;SMNK PAL 4325;Mature;52.6;73.702;14.854;219.91;439.8;29.4;43.9;33.9;55.6;57.9;41.8;25.3;14.5;35.3;50.0;18.8;541.1;11491.6;554.0;4.3;91.3;4.4;110.6;94.1;2.0;2.3;4090.7;7980.4;33.9;66.1;12071.2;24142.348;8.0;0.85;61.53;113.000000;121.400000;117.2;Albian;Early Cretaceous;Medium soaring;Floodplain;Fluviodeltaic;Generalist;Piscivore
Pterodactyloidea;Azhdarchoidea;Chaoyangopteridae;Jidapterus edentus;Jidapterus edentus;Jidapterus edentus;Out_Jidapterus_edentus.jpg;RCPS-030366CY;Mature;19.4;25.100;1.169;84.57;169.1;8;12.9;7.1;14.9;17.9;12.3;7.7;4;10.1;15;6.8;79.2;1928.5;77.7;3.8;92.5;3.7;46.7;39.8;1.8;2.1;755.8;1291.4;36.9;63.1;2047.2;4094.326;7.0;0.85;28.56;118.900000;122.000000;120.45;Barremian;Early Cretaceous;Flap-soaring ;Forested wetland environment;Lacustrine: large lake;Generalist;Piscivore
Pterodactyloidea;Azhdarchoidea;Chaoyangopteridae;Apatorhamphus gyrostega;Apatorhamphus gyrostega;Apatorhamphus gyrostega;Out_Apatorhamphus_gyrostega.jpg;FSAC-KK 5010;Mature;34.8;56.4;7.019;165.9;331.8;19.4;29.0;22.4;36.8;38.3;27.6;16.8;9.6;23.3;33.1;12.4;297.8;6583.5;319.7;4.1;91.4;4.4;83;71.9;2.0;2.3;2315.0;4654.8;33.2;66.8;6969.8;13939.600;7.9;0.87;50.35;93.900000;100.500000;97.2;Cenomanian;Late Cretaceous;Medium soaring;Floodplain;Fluviodeltaic;Generalist;Piscivore
Pterodactyloidea;Azhdarchoidea;Chaoyangopteridae;Eoazhdarcho liaoxiensis;Eoazhdarcho liaoxiensis;Eoazhdarcho liaoxiensis;Out_Eoazhdarcho_liaoxiensis.jpg;GMN-03-11-02;Mature;23.0;30.690;1.101;82.67;165.3;9.9;14.4;7.7;14.7;17.7;13.9;9.9;6.1;13.1;17.6;5.0;83.1;1869.3;96.0;4.1;91.3;4.7;47.6;40.1;1.7;2.1;899.7;1275.1;41.4;58.6;2174.8;4349.671;6.3;0.84;25.31;118.900000;122.000000;120.45;latest Barremian–early Aptian ;Early Cretaceous;Flap-glidding;Forested wetland environment;Lacustrine: large lake;Generalist;Piscivore
Pterodactyloidea;Azhdarchoidea;Chaoyangopteridae;Meilifeilong sanyainus;Meilifeilong sanyainus;Meilifeilong sanyainus;Out_Meilifeilong_sanyainus.jpg;DB0233;Mature;21.2;36.5;1.661;96.5;193.0;11.4;16.3;13.7;21.7;23.3;16.8;10.2;5.8;15;21.5;7.6;98.5;2364.1;166;3.7;89.9;6.3;51.4;45.8;1.9;2.1;935.4;1765.3;34.6;65.4;2700.7;5401.400;6.9;0.89;30.75;118.900000;122.000000;120.45;latest Barremian–early Aptian ;Early Cretaceous;Flap-soaring ;Forested wetland environment;Lacustrine: large lake;Generalist;Piscivore
Pterodactyloidea;Azhdarchoidea;Chaoyangopteridae;Keresdrakon vilsoni;Keresdrakon vilsoni;Keresdrakon vilsoni;Out_Keresdrakon_vilsoni.jpg;CP.V 2069;Mature;39;62.100;6.952;165.30;330.6;17.3;22.4;21;40;36.7;29;18;10;26;36;13;216.3;7064.5;402.8;2.8;91.9;5.2;87.2;80.3;1.9;2.1;2228.0;5352.1;29.4;70.6;7580.1;15160.200;7.2;0.92;45.86;100.500000;121.400000;110.95;Albian;Early Cretaceous;Medium soaring;Coastal environment;Coastal/Shallow marine;Generalist;Piscivore
Pterodactyloidea;Azhdarchoidea;Chaoyangopteridae;Inabtanin alarabia;Inabtanin alarabia;Inabtanin alarabia;Out_Inabtanin_alarabia.jpg; YUPC-INAB-6-001–010;Mature;68.4;109.700;44.470;332.10;664.2;32.4;52.3;22.6;76.6;91.6;44.5;27.8;17.4;45.4;64.2;23.4;963.9;25976.8;1156.2;3.4;92.5;4.1;163.6;140.5;2.0;2.4;9004.7;18147.0;33.2;66.8;27151.7;54303.400;8.1;0.86;81.89;66.000000;72.000000;69;Maastrichtian;Late Cretaceous;Medium soaring;Semi-arid floodplain;Playa;Generalist;Piscivore
